tax_assessment_year,neighbourhood_name,distance_to_beach_km,age_at_assessment,is_strata,annual_precip_mm,annual_temp_c,price_cad
2023,Mount Pleasant,3.31,48,1,1048.0,10.3,346500.0
2023,Mount Pleasant,3.31,48,1,1048.0,10.3,360200.0
2023,Arbutus Ridge,3.05,29,0,1048.0,10.3,3672000.0
2023,Arbutus Ridge,3.05,28,0,1048.0,10.3,3466000.0
2023,Arbutus Ridge,3.05,46,0,1048.0,10.3,3104000.0
2023,Arbutus Ridge,3.05,34,0,1048.0,10.3,3499000.0
2023,Mount Pleasant,3.31,46,1,1048.0,10.3,569000.0
2023,Mount Pleasant,3.31,25,1,1048.0,10.3,29900.0
2023,Arbutus Ridge,3.05,18,1,1048.0,10.3,2354000.0
2023,Arbutus Ridge,3.05,9,0,1048.0,10.3,3213000.0
2023,Arbutus Ridge,3.05,29,0,1048.0,10.3,3695000.0
2023,Arbutus Ridge,3.05,96,0,1048.0,10.3,2644400.0
2023,Arbutus Ridge,3.05,35,0,1048.0,10.3,3066000.0
2023,Arbutus Ridge,3.05,85,0,1048.0,10.3,2290000.0
2023,Arbutus Ridge,3.05,34,0,1048.0,10.3,3339000.0
2023,Arbutus Ridge,3.05,49,1,1048.0,10.3,1028000.0
2023,Arbutus Ridge,3.05,49,1,1048.0,10.3,751000.0
2023,Arbutus Ridge,3.05,47,0,1048.0,10.3,2351000.0
2023,Arbutus Ridge,3.05,31,0,1048.0,10.3,3795000.0
2023,Arbutus Ridge,3.05,59,0,1048.0,10.3,2813000.0
2023,Arbutus Ridge,3.05,33,0,1048.0,10.3,3242000.0
2023,Arbutus Ridge,3.05,61,0,1048.0,10.3,3511000.0
2023,Mount Pleasant,3.31,47,1,1048.0,10.3,422208.0
2023,Mount Pleasant,3.31,47,1,1048.0,10.3,753400.0
2023,Mount Pleasant,3.31,38,1,1048.0,10.3,492200.0
2023,Mount Pleasant,3.31,49,1,1048.0,10.3,773000.0
2023,Arbutus Ridge,3.05,47,1,1048.0,10.3,833500.0
2023,Arbutus Ridge,3.05,19,1,1048.0,10.3,1222000.0
2023,Arbutus Ridge,3.05,98,0,1048.0,10.3,3673700.0
2023,Arbutus Ridge,3.05,37,1,1048.0,10.3,375000.0
2023,Arbutus Ridge,3.05,84,0,1048.0,10.3,2525000.0
2023,Arbutus Ridge,3.05,83,0,1048.0,10.3,2311300.0
2023,Arbutus Ridge,3.05,84,0,1048.0,10.3,2315900.0
2023,Arbutus Ridge,3.05,44,0,1048.0,10.3,2215000.0
2023,Arbutus Ridge,3.05,23,1,1048.0,10.3,862000.0
2023,Kerrisdale,5.6,31,0,1048.0,10.3,4114000.0
2023,Kerrisdale,5.6,28,0,1048.0,10.3,4166000.0
2023,Kerrisdale,5.6,92,0,1048.0,10.3,3671000.0
2023,Kerrisdale,5.6,19,0,1048.0,10.3,4147000.0
2023,Kerrisdale,5.6,20,0,1048.0,10.3,4541000.0
2023,Kerrisdale,5.6,15,0,1048.0,10.3,4434000.0
2023,Kerrisdale,5.6,35,0,1048.0,10.3,3160000.0
2023,Kerrisdale,5.6,73,0,1048.0,10.3,2588600.0
2023,Kerrisdale,5.6,74,0,1048.0,10.3,2142000.0
2023,Kerrisdale,5.6,84,0,1048.0,10.3,2298000.0
2023,Oakridge,5.77,28,0,1048.0,10.3,3005000.0
2023,Oakridge,5.77,72,0,1048.0,10.3,4285000.0
2023,Oakridge,5.77,24,1,1048.0,10.3,1480000.0
2023,Oakridge,5.77,73,0,1048.0,10.3,3436000.0
2021,Renfrew-Collingwood,7.85,71,0,1140.4,10.6,1167100.0
2023,Mount Pleasant,3.31,48,1,1048.0,10.3,516300.0
2023,Mount Pleasant,3.31,39,1,1048.0,10.3,629500.0
2023,Arbutus Ridge,3.05,29,1,1048.0,10.3,564100.0
2023,Arbutus Ridge,3.05,29,1,1048.0,10.3,973000.0
2023,Arbutus Ridge,3.05,29,1,1048.0,10.3,874000.0
2023,Arbutus Ridge,3.05,20,1,1048.0,10.3,995000.0
2023,Arbutus Ridge,3.05,111,0,1048.0,10.3,3358000.0
2023,Arbutus Ridge,3.05,93,0,1048.0,10.3,2324300.0
2023,Arbutus Ridge,3.05,37,1,1048.0,10.3,1098000.0
2023,Arbutus Ridge,3.05,50,1,1048.0,10.3,768000.0
2023,Arbutus Ridge,3.05,35,0,1048.0,10.3,3349000.0
2023,Arbutus Ridge,3.05,17,0,1048.0,10.3,4540000.0
2023,Arbutus Ridge,3.05,33,0,1048.0,10.3,3987000.0
2023,Arbutus Ridge,3.05,94,0,1048.0,10.3,3159000.0
2023,Arbutus Ridge,3.05,31,0,1048.0,10.3,4233000.0
2023,Arbutus Ridge,3.05,40,0,1048.0,10.3,3243000.0
2023,Arbutus Ridge,3.05,28,0,1048.0,10.3,2917000.0
2023,Arbutus Ridge,3.05,51,0,1048.0,10.3,2733900.0
2023,Arbutus Ridge,3.05,46,1,1048.0,10.3,1098900.0
2023,Arbutus Ridge,3.05,32,0,1048.0,10.3,3529000.0
2023,Renfrew-Collingwood,7.85,10,1,1048.0,10.3,564000.0
2023,Kerrisdale,5.6,35,0,1048.0,10.3,3325000.0
2023,Kerrisdale,5.6,27,0,1048.0,10.3,3980000.0
2023,Kerrisdale,5.6,28,0,1048.0,10.3,3575000.0
2023,Oakridge,5.77,34,0,1048.0,10.3,3616000.0
2023,Kerrisdale,5.6,82,0,1048.0,10.3,2692700.0
2023,Kerrisdale,5.6,81,0,1048.0,10.3,3413000.0
2023,Kerrisdale,5.6,28,0,1048.0,10.3,4454000.0
2023,Kerrisdale,5.6,34,0,1048.0,10.3,3055000.0
2023,Oakridge,5.77,62,0,1048.0,10.3,3343400.0
2023,Mount Pleasant,3.31,19,1,1048.0,10.3,1617000.0
2023,Oakridge,5.77,23,1,1048.0,10.3,1148000.0
2023,Oakridge,5.77,23,1,1048.0,10.3,645000.0
2023,Oakridge,5.77,23,1,1048.0,10.3,1000000.0
2023,Oakridge,5.77,18,1,1048.0,10.3,1577000.0
2023,Oakridge,5.77,44,1,1048.0,10.3,1920000.0
2023,Oakridge,5.77,44,1,1048.0,10.3,2493000.0
2023,Oakridge,5.77,44,1,1048.0,10.3,2108000.0
2023,Oakridge,5.77,29,1,1048.0,10.3,2894000.0
2023,Marpole,7.34,37,1,1048.0,10.3,443800.0
2023,Marpole,7.34,13,0,1048.0,10.3,3818000.0
2023,Oakridge,5.77,28,0,1048.0,10.3,3436000.0
2023,Marpole,7.34,17,0,1048.0,10.3,2190000.0
2023,Oakridge,5.77,71,0,1048.0,10.3,2428400.0
2023,Oakridge,5.77,43,1,1048.0,10.3,1100900.0
2023,Oakridge,5.77,21,1,1048.0,10.3,924000.0
2023,Oakridge,5.77,61,0,1048.0,10.3,3212400.0
2023,Riley Park,4.58,75,0,1048.0,10.3,2557800.0
2023,Riley Park,4.58,109,0,1048.0,10.3,2937000.0
2023,Marpole,7.34,37,0,1048.0,10.3,2609000.0
2023,Marpole,7.34,20,0,1048.0,10.3,2663000.0
2023,Marpole,7.34,36,1,1048.0,10.3,1342000.0
2023,Marpole,7.34,32,0,1048.0,10.3,2389000.0
2023,Marpole,7.34,17,0,1048.0,10.3,2740000.0
2023,Marpole,7.34,19,1,1048.0,10.3,704000.0
2023,Marpole,7.34,28,1,1048.0,10.3,1401000.0
2023,Marpole,7.34,20,0,1048.0,10.3,2532000.0
2023,Marpole,7.34,19,0,1048.0,10.3,2648000.0
2023,Marpole,7.34,19,1,1048.0,10.3,699000.0
2023,Marpole,7.34,20,1,1048.0,10.3,1493000.0
2023,Fairview,1.75,45,1,1048.0,10.3,449000.0
2023,Mount Pleasant,3.31,113,0,1048.0,10.3,1961000.0
2023,Mount Pleasant,3.31,113,1,1048.0,10.3,766000.0
2023,Mount Pleasant,3.31,40,1,1048.0,10.3,473300.0
2023,Fairview,1.75,25,1,1048.0,10.3,1000000.0
2023,Fairview,1.75,45,1,1048.0,10.3,1669600.0
2023,Fairview,1.75,27,1,1048.0,10.3,726000.0
2023,Fairview,1.75,23,1,1048.0,10.3,1068000.0
2023,Fairview,1.75,23,1,1048.0,10.3,1477000.0
2023,Fairview,1.75,30,1,1048.0,10.3,779000.0
2023,Fairview,1.75,39,1,1048.0,10.3,1969000.0
2023,Fairview,1.75,45,1,1048.0,10.3,1693000.0
2023,Fairview,1.75,39,1,1048.0,10.3,1864000.0
2023,Fairview,1.75,48,1,1048.0,10.3,780000.0
2023,Fairview,1.75,34,1,1048.0,10.3,1032000.0
2023,Fairview,1.75,34,1,1048.0,10.3,3105000.0
2023,Fairview,1.75,38,1,1048.0,10.3,556800.0
2023,Fairview,1.75,33,1,1048.0,10.3,852000.0
2023,Shaughnessy,3.33,97,0,1048.0,10.3,3349000.0
2023,Shaughnessy,3.33,111,0,1048.0,10.3,3999000.0
2023,Shaughnessy,3.33,24,0,1048.0,10.3,4446000.0
2023,Shaughnessy,3.33,95,0,1048.0,10.3,3355000.0
2023,Shaughnessy,3.33,42,1,1048.0,10.3,2066000.0
2023,Riley Park,4.58,111,0,1048.0,10.3,2723000.0
2023,Riley Park,4.58,103,0,1048.0,10.3,2666000.0
2023,Riley Park,4.58,109,0,1048.0,10.3,2625000.0
2023,Riley Park,4.58,82,0,1048.0,10.3,2909600.0
2023,Kerrisdale,5.6,23,0,1048.0,10.3,4063000.0
2023,Riley Park,4.58,20,0,1048.0,10.3,3582000.0
2023,Riley Park,4.58,30,0,1048.0,10.3,3369000.0
2023,Riley Park,4.58,8,0,1048.0,10.3,3253000.0
2023,Riley Park,4.58,82,0,1048.0,10.3,2649600.0
2023,Riley Park,4.58,87,0,1048.0,10.3,3011500.0
2023,Riley Park,4.58,29,0,1048.0,10.3,3091000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1269000.0
2023,Mount Pleasant,3.31,15,1,1048.0,10.3,1832000.0
2023,Downtown,1.43,17,1,1048.0,10.3,852000.0
2023,Downtown,1.43,17,1,1048.0,10.3,700000.0
2023,Shaughnessy,3.33,42,1,1048.0,10.3,1638000.0
2023,Shaughnessy,3.33,25,1,1048.0,10.3,562000.0
2023,Riley Park,4.58,64,0,1048.0,10.3,4421000.0
2023,Grandview-Woodland,5.05,29,1,1048.0,10.3,520000.0
2023,Grandview-Woodland,5.05,40,1,1048.0,10.3,438000.0
2023,Marpole,7.34,37,0,1048.0,10.3,2758000.0
2023,Marpole,7.34,26,0,1048.0,10.3,2479000.0
2023,Marpole,7.34,19,1,1048.0,10.3,1551000.0
2023,Marpole,7.34,41,1,1048.0,10.3,752000.0
2023,Marpole,7.34,83,0,1048.0,10.3,1744000.0
2023,Marpole,7.34,34,0,1048.0,10.3,2307000.0
2023,Marpole,7.34,45,0,1048.0,10.3,2107700.0
2023,Marpole,7.34,15,0,1048.0,10.3,4356000.0
2023,Marpole,7.34,5,0,1048.0,10.3,3239000.0
2023,Mount Pleasant,3.31,25,1,1048.0,10.3,495000.0
2023,Mount Pleasant,3.31,49,1,1048.0,10.3,606700.0
2023,Mount Pleasant,3.31,42,1,1048.0,10.3,596000.0
2021,Grandview-Woodland,5.05,47,1,1140.4,10.6,353800.0
2023,Fairview,1.75,37,1,1048.0,10.3,1032600.0
2023,Fairview,1.75,36,1,1048.0,10.3,1094000.0
2023,Fairview,1.75,45,1,1048.0,10.3,1115700.0
2023,Fairview,1.75,39,1,1048.0,10.3,770000.0
2023,Fairview,1.75,43,1,1048.0,10.3,1493000.0
2023,Fairview,1.75,39,1,1048.0,10.3,1390501.0
2023,Fairview,1.75,42,1,1048.0,10.3,1289063.0
2023,Fairview,1.75,38,1,1048.0,10.3,634500.0
2023,Fairview,1.75,23,1,1048.0,10.3,496000.0
2023,Fairview,1.75,29,1,1048.0,10.3,923000.0
2023,Fairview,1.75,38,1,1048.0,10.3,755500.0
2023,Fairview,1.75,39,1,1048.0,10.3,889000.0
2023,Fairview,1.75,26,1,1048.0,10.3,1183000.0
2023,Fairview,1.75,35,1,1048.0,10.3,858000.0
2023,Fairview,1.75,47,1,1048.0,10.3,1228900.0
2023,Fairview,1.75,32,1,1048.0,10.3,734000.0
2023,Fairview,1.75,37,1,1048.0,10.3,794000.0
2023,Fairview,1.75,41,1,1048.0,10.3,1360700.0
2023,Fairview,1.75,37,1,1048.0,10.3,640800.0
2023,Fairview,1.75,25,1,1048.0,10.3,943000.0
2023,Fairview,1.75,25,1,1048.0,10.3,809000.0
2023,Fairview,1.75,31,1,1048.0,10.3,1084107.0
2023,Fairview,1.75,38,1,1048.0,10.3,602000.0
2023,Fairview,1.75,34,1,1048.0,10.3,694000.0
2023,Fairview,1.75,21,1,1048.0,10.3,425700.0
2023,Fairview,1.75,32,1,1048.0,10.3,1002000.0
2023,Fairview,1.75,21,1,1048.0,10.3,360000.0
2023,Fairview,1.75,46,1,1048.0,10.3,1486241.0
2023,Fairview,1.75,33,1,1048.0,10.3,2573000.0
2023,Fairview,1.75,50,1,1048.0,10.3,857800.0
2023,Fairview,1.75,22,1,1048.0,10.3,989000.0
2023,Fairview,1.75,34,1,1048.0,10.3,863000.0
2023,Fairview,1.75,34,1,1048.0,10.3,672000.0
2023,Fairview,1.75,36,1,1048.0,10.3,930040.0
2023,Fairview,1.75,36,1,1048.0,10.3,593000.0
2023,Fairview,1.75,34,1,1048.0,10.3,1101000.0
2023,Fairview,1.75,48,1,1048.0,10.3,704500.0
2023,Fairview,1.75,33,1,1048.0,10.3,777000.0
2023,Fairview,1.75,24,1,1048.0,10.3,847000.0
2023,Fairview,1.75,20,1,1048.0,10.3,987000.0
2023,Fairview,1.75,31,1,1048.0,10.3,722000.0
2023,Fairview,1.75,34,1,1048.0,10.3,1080000.0
2023,Fairview,1.75,52,1,1048.0,10.3,103600.0
2023,Fairview,1.75,63,0,1048.0,10.3,4529000.0
2023,Fairview,1.75,40,1,1048.0,10.3,831500.0
2023,Fairview,1.75,30,1,1048.0,10.3,535800.0
2023,Riley Park,4.58,83,0,1048.0,10.3,2750700.0
2023,Renfrew-Collingwood,7.85,54,0,1048.0,10.3,1573400.0
2023,Fairview,1.75,43,1,1048.0,10.3,2489226.0
2023,Fairview,1.75,31,1,1048.0,10.3,870000.0
2023,Fairview,1.75,31,1,1048.0,10.3,872000.0
2023,Fairview,1.75,42,1,1048.0,10.3,922000.0
2023,Fairview,1.75,42,1,1048.0,10.3,887000.0
2023,Fairview,1.75,47,1,1048.0,10.3,489400.0
2023,Fairview,1.75,111,0,1048.0,10.3,3294000.0
2023,Fairview,1.75,52,1,1048.0,10.3,449400.0
2023,Fairview,1.75,40,1,1048.0,10.3,714700.0
2023,Fairview,1.75,41,1,1048.0,10.3,2072000.0
2023,Fairview,1.75,28,1,1048.0,10.3,621000.0
2023,Fairview,1.75,34,1,1048.0,10.3,618000.0
2023,Fairview,1.75,50,1,1048.0,10.3,541000.0
2023,Fairview,1.75,50,1,1048.0,10.3,755000.0
2023,Fairview,1.75,50,1,1048.0,10.3,1548000.0
2023,Fairview,1.75,101,0,1048.0,10.3,3769000.0
2023,Fairview,1.75,36,1,1048.0,10.3,583000.0
2023,Fairview,1.75,38,1,1048.0,10.3,1129498.0
2023,Fairview,1.75,36,1,1048.0,10.3,844000.0
2021,Arbutus Ridge,3.05,91,0,1140.4,10.6,3154000.0
2023,Downtown,1.43,26,1,1048.0,10.3,655000.0
2023,Downtown,1.43,33,1,1048.0,10.3,1217000.0
2023,Shaughnessy,3.33,82,0,1048.0,10.3,3137700.0
2023,Shaughnessy,3.33,110,0,1048.0,10.3,4541000.0
2023,Shaughnessy,3.33,39,0,1048.0,10.3,3048000.0
2023,Riley Park,4.58,48,1,1048.0,10.3,629400.0
2023,Riley Park,4.58,48,1,1048.0,10.3,681000.0
2023,Shaughnessy,3.33,76,0,1048.0,10.3,4064100.0
2023,Riley Park,4.58,33,0,1048.0,10.3,2729000.0
2023,Mount Pleasant,3.31,19,1,1048.0,10.3,1603000.0
2023,Mount Pleasant,3.31,44,0,1048.0,10.3,1792000.0
2023,Mount Pleasant,3.31,50,1,1048.0,10.3,449300.0
2023,Shaughnessy,3.33,42,1,1048.0,10.3,1421000.0
2023,Riley Park,4.58,36,1,1048.0,10.3,987000.0
2023,Riley Park,4.58,31,1,1048.0,10.3,675000.0
2023,Riley Park,4.58,11,0,1048.0,10.3,3895000.0
2023,Riley Park,4.58,23,0,1048.0,10.3,3613000.0
2023,Riley Park,4.58,84,0,1048.0,10.3,4162600.0
2023,Riley Park,4.58,25,0,1048.0,10.3,3608000.0
2023,Riley Park,4.58,25,1,1048.0,10.3,603000.0
2023,Riley Park,4.58,26,1,1048.0,10.3,755000.0
2023,Riley Park,4.58,25,1,1048.0,10.3,1360000.0
2023,Riley Park,4.58,29,1,1048.0,10.3,692000.0
2023,Riley Park,4.58,84,0,1048.0,10.3,3165000.0
2023,Riley Park,4.58,28,0,1048.0,10.3,2903000.0
2023,Riley Park,4.58,86,0,1048.0,10.3,2656800.0
2023,Riley Park,4.58,85,0,1048.0,10.3,3022000.0
2023,Riley Park,4.58,86,0,1048.0,10.3,2720400.0
2023,Riley Park,4.58,32,1,1048.0,10.3,654000.0
2023,Riley Park,4.58,19,1,1048.0,10.3,772000.0
2023,Riley Park,4.58,4,0,1048.0,10.3,4052000.0
2023,Kerrisdale,5.6,75,0,1048.0,10.3,3795900.0
2021,Fairview,1.75,15,1,1140.4,10.6,493000.0
2023,Kerrisdale,5.6,5,1,1048.0,10.3,1472000.0
2023,Killarney,10.0,10,1,1048.0,10.3,865000.0
2023,Riley Park,4.58,76,0,1048.0,10.3,3734028.0
2023,Riley Park,4.58,34,0,1048.0,10.3,4272000.0
2023,Riley Park,4.58,82,0,1048.0,10.3,3254100.0
2023,Riley Park,4.58,35,0,1048.0,10.3,4335000.0
2023,Riley Park,4.58,28,0,1048.0,10.3,3510000.0
2023,Grandview-Woodland,5.05,41,1,1048.0,10.3,357800.0
2023,Grandview-Woodland,5.05,6,0,1048.0,10.3,2591000.0
2023,Grandview-Woodland,5.05,14,0,1048.0,10.3,2041000.0
2023,Grandview-Woodland,5.05,54,0,1048.0,10.3,1819200.0
2023,Grandview-Woodland,5.05,31,0,1048.0,10.3,2382000.0
2023,Grandview-Woodland,5.05,43,1,1048.0,10.3,306379.0
2023,Grandview-Woodland,5.05,66,0,1048.0,10.3,3393000.0
2023,Grandview-Woodland,5.05,49,1,1048.0,10.3,687000.0
2023,Grandview-Woodland,5.05,67,0,1048.0,10.3,3540000.0
2023,Grandview-Woodland,5.05,47,1,1048.0,10.3,575900.0
2023,Grandview-Woodland,5.05,98,0,1048.0,10.3,1747400.0
2023,Grandview-Woodland,5.05,30,1,1048.0,10.3,565000.0
2021,Kitsilano,0.92,103,1,1140.4,10.6,1823000.0
2023,Riley Park,4.58,9,0,1048.0,10.3,4464000.0
2023,Riley Park,4.58,49,1,1048.0,10.3,638500.0
2023,Riley Park,4.58,33,1,1048.0,10.3,807000.0
2023,Grandview-Woodland,5.05,19,1,1048.0,10.3,598000.0
2023,Grandview-Woodland,5.05,49,1,1048.0,10.3,565700.0
2023,Grandview-Woodland,5.05,19,1,1048.0,10.3,928000.0
2023,Grandview-Woodland,5.05,110,0,1048.0,10.3,1908000.0
2023,Grandview-Woodland,5.05,97,0,1048.0,10.3,2047205.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,2282000.0
2023,Grandview-Woodland,5.05,96,0,1048.0,10.3,1577400.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,1715000.0
2023,Grandview-Woodland,5.05,113,0,1048.0,10.3,2042000.0
2023,Grandview-Woodland,5.05,42,1,1048.0,10.3,677676.0
2023,Grandview-Woodland,5.05,47,1,1048.0,10.3,384400.0
2023,Grandview-Woodland,5.05,42,1,1048.0,10.3,550200.0
2021,Renfrew-Collingwood,7.85,9,0,1140.4,10.6,2227000.0
2023,Renfrew-Collingwood,7.85,55,0,1048.0,10.3,1675300.0
2023,Renfrew-Collingwood,7.85,23,1,1048.0,10.3,372000.0
2023,Renfrew-Collingwood,7.85,18,1,1048.0,10.3,522000.0
2023,Renfrew-Collingwood,7.85,50,0,1048.0,10.3,1455400.0
2023,Renfrew-Collingwood,7.85,27,1,1048.0,10.3,593000.0
2023,Renfrew-Collingwood,7.85,37,0,1048.0,10.3,1845000.0
2023,Renfrew-Collingwood,7.85,30,1,1048.0,10.3,350000.0
2023,Renfrew-Collingwood,7.85,30,1,1048.0,10.3,337000.0
2023,Mount Pleasant,3.31,3,1,1048.0,10.3,1439000.0
2023,Mount Pleasant,3.31,8,1,1048.0,10.3,1093000.0
2023,Killarney,10.0,10,1,1048.0,10.3,729000.0
2023,Downtown,1.43,14,1,1048.0,10.3,725000.0
2023,Grandview-Woodland,5.05,24,1,1048.0,10.3,659000.0
2023,Grandview-Woodland,5.05,24,1,1048.0,10.3,905000.0
2023,Grandview-Woodland,5.05,2,0,1048.0,10.3,2159400.0
2023,Grandview-Woodland,5.05,42,1,1048.0,10.3,436700.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,1395000.0
2023,Grandview-Woodland,5.05,24,0,1048.0,10.3,2022000.0
2023,Grandview-Woodland,5.05,23,0,1048.0,10.3,1979000.0
2023,Grandview-Woodland,5.05,49,1,1048.0,10.3,431000.0
2023,Grandview-Woodland,5.05,40,1,1048.0,10.3,384200.0
2023,Grandview-Woodland,5.05,40,1,1048.0,10.3,472400.0
2023,Victoria-Fraserview,8.47,3,1,1048.0,10.3,1549000.0
2023,Kitsilano,0.92,11,1,1048.0,10.3,4317000.0
2023,Mount Pleasant,3.31,14,1,1048.0,10.3,1153000.0
2023,Sunset,7.52,3,1,1048.0,10.3,1503000.0
2023,Fairview,1.75,14,1,1048.0,10.3,673000.0
2023,Kensington-Cedar Cottage,5.89,17,1,1048.0,10.3,1320000.0
2023,Kensington-Cedar Cottage,5.89,17,1,1048.0,10.3,1571000.0
2023,Mount Pleasant,3.31,2,0,1048.0,10.3,2785000.0
2023,Mount Pleasant,3.31,25,1,1048.0,10.3,1481000.0
2023,Mount Pleasant,3.31,109,0,1048.0,10.3,2246000.0
2023,Mount Pleasant,3.31,18,1,1048.0,10.3,693000.0
2023,Mount Pleasant,3.31,111,1,1048.0,10.3,1626000.0
2023,Mount Pleasant,3.31,43,1,1048.0,10.3,1890400.0
2023,Grandview-Woodland,5.05,49,1,1048.0,10.3,511000.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,2088000.0
2023,Grandview-Woodland,5.05,49,1,1048.0,10.3,625600.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,2089000.0
2023,Grandview-Woodland,5.05,103,0,1048.0,10.3,1720000.0
2023,Grandview-Woodland,5.05,17,0,1048.0,10.3,1955820.0
2023,Grandview-Woodland,5.05,26,1,1048.0,10.3,1429000.0
2023,Grandview-Woodland,5.05,38,0,1048.0,10.3,2043000.0
2023,Grandview-Woodland,5.05,117,0,1048.0,10.3,2109000.0
2023,Grandview-Woodland,5.05,34,1,1048.0,10.3,714000.0
2023,Grandview-Woodland,5.05,113,0,1048.0,10.3,2221000.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,1796400.0
2023,Grandview-Woodland,5.05,42,0,1048.0,10.3,2104300.0
2023,Grandview-Woodland,5.05,77,0,1048.0,10.3,2076000.0
2023,Grandview-Woodland,5.05,77,0,1048.0,10.3,1761600.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,2029000.0
2023,Marpole,7.34,79,0,1048.0,10.3,1839000.0
2023,Marpole,7.34,19,0,1048.0,10.3,2671000.0
2023,Marpole,7.34,8,0,1048.0,10.3,4234000.0
2023,Marpole,7.34,47,0,1048.0,10.3,2033100.0
2023,Marpole,7.34,4,0,1048.0,10.3,3275000.0
2023,Marpole,7.34,29,0,1048.0,10.3,3036000.0
2023,Marpole,7.34,60,0,1048.0,10.3,2024700.0
2023,Marpole,7.34,77,0,1048.0,10.3,2007300.0
2023,Marpole,7.34,35,0,1048.0,10.3,2201000.0
2023,Mount Pleasant,3.31,39,0,1048.0,10.3,1560300.0
2021,Arbutus Ridge,3.05,70,0,1140.4,10.6,2307000.0
2023,Downtown,1.43,14,1,1048.0,10.3,711000.0
2023,Kensington-Cedar Cottage,5.89,10,1,1048.0,10.3,1434000.0
2023,Marpole,7.34,22,0,1048.0,10.3,2285000.0
2023,Marpole,7.34,60,0,1048.0,10.3,2746100.0
2023,Marpole,7.34,20,0,1048.0,10.3,2414000.0
2023,Marpole,7.34,30,0,1048.0,10.3,2366000.0
2023,Marpole,7.34,34,0,1048.0,10.3,3116000.0
2023,Marpole,7.34,36,0,1048.0,10.3,2224000.0
2023,Marpole,7.34,62,0,1048.0,10.3,2390700.0
2023,Mount Pleasant,3.31,32,1,1048.0,10.3,1240967.0
2023,Mount Pleasant,3.31,30,1,1048.0,10.3,633000.0
2023,Mount Pleasant,3.31,114,1,1048.0,10.3,1480000.0
2023,Mount Pleasant,3.31,27,1,1048.0,10.3,836000.0
2023,Marpole,7.34,29,1,1048.0,10.3,551000.0
2023,Mount Pleasant,3.31,26,1,1048.0,10.3,459000.0
2023,Mount Pleasant,3.31,118,0,1048.0,10.3,1933000.0
2023,Mount Pleasant,3.31,26,1,1048.0,10.3,350000.0
2023,Marpole,7.34,35,1,1048.0,10.3,743000.0
2023,Marpole,7.34,37,1,1048.0,10.3,408400.0
2023,Marpole,7.34,41,1,1048.0,10.3,449500.0
2023,Mount Pleasant,3.31,30,1,1048.0,10.3,702000.0
2023,Mount Pleasant,3.31,115,0,1048.0,10.3,1782000.0
2023,Mount Pleasant,3.31,21,1,1048.0,10.3,1239000.0
2023,Mount Pleasant,3.31,37,1,1048.0,10.3,1754000.0
2023,Mount Pleasant,3.31,111,0,1048.0,10.3,663002.0
2023,Mount Pleasant,3.31,30,1,1048.0,10.3,562200.0
2023,Mount Pleasant,3.31,24,1,1048.0,10.3,570000.0
2023,Mount Pleasant,3.31,24,1,1048.0,10.3,884000.0
2023,Mount Pleasant,3.31,67,0,1048.0,10.3,3939000.0
2023,Mount Pleasant,3.31,112,0,1048.0,10.3,1541000.0
2023,Mount Pleasant,3.31,24,1,1048.0,10.3,716000.0
2023,Mount Pleasant,3.31,24,1,1048.0,10.3,907000.0
2023,Mount Pleasant,3.31,42,1,1048.0,10.3,1044000.0
2023,Mount Pleasant,3.31,28,0,1048.0,10.3,3556700.0
2023,Mount Pleasant,3.31,115,0,1048.0,10.3,1696000.0
2023,Mount Pleasant,3.31,28,1,1048.0,10.3,754518.0
2023,Mount Pleasant,3.31,28,1,1048.0,10.3,933300.0
2023,Mount Pleasant,3.31,115,0,1048.0,10.3,1400900.0
2023,Mount Pleasant,3.31,118,0,1048.0,10.3,1450900.0
2023,Mount Pleasant,3.31,123,0,1048.0,10.3,1652200.0
2023,Mount Pleasant,3.31,44,1,1048.0,10.3,984200.0
2023,Mount Pleasant,3.31,50,1,1048.0,10.3,530100.0
2023,Mount Pleasant,3.31,27,1,1048.0,10.3,758000.0
2023,Mount Pleasant,3.31,47,1,1048.0,10.3,470300.0
2023,Mount Pleasant,3.31,28,1,1048.0,10.3,801000.0
2023,Riley Park,4.58,21,0,1048.0,10.3,3418000.0
2023,Riley Park,4.58,85,0,1048.0,10.3,2490700.0
2023,Riley Park,4.58,82,0,1048.0,10.3,2738000.0
2023,Mount Pleasant,3.31,28,1,1048.0,10.3,624000.0
2023,Mount Pleasant,3.31,51,1,1048.0,10.3,573800.0
2023,Mount Pleasant,3.31,26,1,1048.0,10.3,838000.0
2023,Mount Pleasant,3.31,41,1,1048.0,10.3,391800.0
2023,Mount Pleasant,3.31,50,1,1048.0,10.3,551900.0
2023,Grandview-Woodland,5.05,113,0,1048.0,10.3,1905300.0
2023,Grandview-Woodland,5.05,110,0,1048.0,10.3,1556000.0
